name,path,sha256,size,words,modified,description
brainstorming,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/superpowers/f2cbfbefebbf/skills/brainstorming/SKILL.md,bba47904a7f6,10634,1553,2026-05-15T11:30:10.094488,"You MUST use this before any creative work - creating features, building components, adding functionality, or modifying behavior. Explores user intent, requirements and design before implementation."
writing-plans,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/superpowers/f2cbfbefebbf/skills/writing-plans/SKILL.md,4fd4627d2c02,6100,920,2026-05-15T11:30:10.094798,"Use when you have a spec or requirements for a multi-step task, before touching code"
requesting-code-review,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/superpowers/f2cbfbefebbf/skills/requesting-code-review/SKILL.md,5a3a44a36678,2808,395,2026-05-15T11:30:10.095042,"Use when completing tasks, implementing major features, or before merging to verify work meets requirements"
receiving-code-review,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/superpowers/f2cbfbefebbf/skills/receiving-code-review/SKILL.md,c9382e92b8f3,6314,929,2026-05-15T11:30:10.095199,"Use when receiving code review feedback, before implementing suggestions, especially if feedback seems unclear or technically questionable - requires technical rigor and verification, not performative"
writing-skills,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/superpowers/f2cbfbefebbf/skills/writing-skills/SKILL.md,38ba648975ae,22624,3212,2026-05-15T11:30:10.098219,"Use when creating new skills, editing existing skills, or verifying skills work before deployment"
verification-before-completion,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/superpowers/f2cbfbefebbf/skills/verification-before-completion/SKILL.md,ea52d15aabaf,4201,668,2026-05-15T11:30:10.098488,"Use when about to claim work is complete, fixed, or passing, before committing or creating PRs - requires running verification commands and confirming output before making any success claims; evidence"
subagent-driven-development,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/superpowers/f2cbfbefebbf/skills/subagent-driven-development/SKILL.md,905a2b9be59b,12546,1592,2026-05-15T11:30:10.098832,Use when executing implementation plans with independent tasks in the current session
using-git-worktrees,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/superpowers/5.1.0/skills/using-git-worktrees/SKILL.md,085a45ee3de4,7983,1210,2026-05-05T17:40:02.241162,Use when starting feature work that needs isolation from current workspace or before executing implementation plans - ensures an isolated workspace exists via native tools or git worktree fallback
test-driven-development,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/superpowers/5.1.0/skills/test-driven-development/SKILL.md,7dee67b4af6b,9867,1496,2026-05-05T17:40:02.241308,"Use when implementing any feature or bugfix, before writing implementation code"
systematic-debugging,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/superpowers/5.1.0/skills/systematic-debugging/SKILL.md,4999cb851360,9884,1504,2026-05-05T17:40:02.243389,"Use when encountering any bug, test failure, or unexpected behavior, before proposing fixes"
using-superpowers,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/superpowers/5.1.0/skills/using-superpowers/SKILL.md,316e29381219,5421,787,2026-05-05T17:40:02.244356,"Use when starting any conversation - establishes how to find and use skills, requiring Skill tool invocation before ANY response including clarifying questions"
dispatching-parallel-agents,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/superpowers/5.1.0/skills/dispatching-parallel-agents/SKILL.md,76806091c7f9,6441,923,2026-05-05T17:40:02.244513,Use when facing 2+ independent tasks that can be worked on without shared state or sequential dependencies
executing-plans,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/superpowers/5.1.0/skills/executing-plans/SKILL.md,e2102f116314,2469,361,2026-05-05T17:40:02.244649,Use when you have a written implementation plan to execute in a separate session with review checkpoints
finishing-a-development-branch,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/superpowers/5.1.0/skills/finishing-a-development-branch/SKILL.md,5c8d4b59aedb,7061,1072,2026-05-05T17:40:02.244813,"Use when implementation is complete, all tests pass, and you need to decide how to integrate the work - guides completion of development work by presenting structured options for merge, PR, or cleanup"
brainstorming,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/superpowers/5.1.0/skills/brainstorming/SKILL.md,bba47904a7f6,10634,1553,2026-05-05T17:40:02.245551,"You MUST use this before any creative work - creating features, building components, adding functionality, or modifying behavior. Explores user intent, requirements and design before implementation."
writing-plans,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/superpowers/5.1.0/skills/writing-plans/SKILL.md,4fd4627d2c02,6100,920,2026-05-05T17:40:02.245853,"Use when you have a spec or requirements for a multi-step task, before touching code"
requesting-code-review,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/superpowers/5.1.0/skills/requesting-code-review/SKILL.md,5a3a44a36678,2808,395,2026-05-05T17:40:02.246086,"Use when completing tasks, implementing major features, or before merging to verify work meets requirements"
receiving-code-review,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/superpowers/5.1.0/skills/receiving-code-review/SKILL.md,c9382e92b8f3,6314,929,2026-05-05T17:40:02.246232,"Use when receiving code review feedback, before implementing suggestions, especially if feedback seems unclear or technically questionable - requires technical rigor and verification, not performative"
writing-skills,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/superpowers/5.1.0/skills/writing-skills/SKILL.md,38ba648975ae,22624,3212,2026-05-05T17:40:02.246918,"Use when creating new skills, editing existing skills, or verifying skills work before deployment"
verification-before-completion,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/superpowers/5.1.0/skills/verification-before-completion/SKILL.md,ea52d15aabaf,4201,668,2026-05-05T17:40:02.247150,"Use when about to claim work is complete, fixed, or passing, before committing or creating PRs - requires running verification commands and confirming output before making any success claims; evidence"
subagent-driven-development,/Users/mavensix/.claude/plugins/cache/claude-plugins-official/superpowers/5.1.0/skills/subagent-driven-development/SKILL.md,905a2b9be59b,12546,1592,2026-05-05T17:40:02.247484,Use when executing implementation plans with independent tasks in the current session
code-to-design,/Users/mavensix/.claude/plugins/marketplaces/paper/plugins/paper-desktop/skills/code-to-design/SKILL.md,c260c1078f1d,587,91,2026-05-08T16:04:49.652644,"Generate a Paper design from the project's codebase — using its tokens, styles, and components as context."
design-to-code,/Users/mavensix/.claude/plugins/marketplaces/paper/plugins/paper-desktop/skills/design-to-code/SKILL.md,66d48849fb80,661,94,2026-05-08T16:04:49.652726,Turn a Paper design into production code using the project's existing conventions.
responsive-design,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/ui-design/skills/responsive-design/SKILL.md,5a030748213f,1594,230,2026-03-23T13:12:44.190077,Design adaptive layouts and interactions that work across all screen sizes and input methods.
dark-mode-design,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/ui-design/skills/dark-mode-design/SKILL.md,6ff684547a98,1590,236,2026-03-23T13:12:44.189403,"Design effective dark mode interfaces with proper color adaptation, contrast, and elevation."
spacing-system,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/ui-design/skills/spacing-system/SKILL.md,5fd2c466daa4,1329,211,2026-03-23T13:12:44.190245,Create a consistent spacing system based on a base unit with contextual application rules.
data-visualization,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/ui-design/skills/data-visualization/SKILL.md,89bbc75b4289,1906,279,2026-03-23T13:12:44.189575,"Design clear, accessible data visualizations with appropriate chart selection and styling."
color-system,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/ui-design/skills/color-system/SKILL.md,41750d8d8119,1480,219,2026-03-23T13:12:44.189235,"Build a comprehensive color system with palette generation, semantic mapping, and accessibility compliance."
typography-scale,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/ui-design/skills/typography-scale/SKILL.md,c63a3fc73819,1374,226,2026-03-23T13:12:44.190419,"Create a modular typography scale with size, weight, and line-height relationships."
visual-hierarchy,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/ui-design/skills/visual-hierarchy/SKILL.md,cfeb299d5b72,1740,276,2026-03-23T13:12:44.190580,"Establish clear visual hierarchy through size, weight, color, spacing, and positioning."
illustration-style,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/ui-design/skills/illustration-style/SKILL.md,59cbd4d77aa5,1773,258,2026-03-23T13:12:44.189734,"Define an illustration style guide with visual language, color usage, and application rules."
layout-grid,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/ui-design/skills/layout-grid/SKILL.md,f8d58fd55a08,1477,220,2026-03-23T13:12:44.189907,"Define responsive layout grid systems with columns, gutters, margins, and breakpoint behavior."
version-control-strategy,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/design-ops/skills/version-control-strategy/SKILL.md,55f0cb1ae0a5,1723,245,2026-03-23T13:12:44.180861,"Define version control strategies for design files, components, and libraries."
design-qa-checklist,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/design-ops/skills/design-qa-checklist/SKILL.md,8560fd1f0af9,2049,319,2026-03-23T13:12:44.180253,Create QA checklists for verifying design implementation accuracy.
team-workflow,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/design-ops/skills/team-workflow/SKILL.md,d845d0bc71a8,2105,299,2026-03-23T13:12:44.180735,"Design team workflows covering task management, collaboration rituals, and tooling."
design-critique,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/design-ops/skills/design-critique/SKILL.md,ab233d76ac69,1937,289,2026-03-23T13:12:44.180132,Facilitate structured design critiques with clear feedback frameworks and actionable outcomes.
design-review-process,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/design-ops/skills/design-review-process/SKILL.md,079958f2a87c,1728,266,2026-03-23T13:12:44.180379,"Establish design review gates with criteria, checklists, and approval workflows."
design-sprint-plan,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/design-ops/skills/design-sprint-plan/SKILL.md,e991fdc7d6aa,1796,293,2026-03-23T13:12:44.180501,Plan and facilitate design sprints from challenge framing through prototype testing.
handoff-spec,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/design-ops/skills/handoff-spec/SKILL.md,be7d93b411ed,1812,256,2026-03-23T13:12:44.180620,"Create developer handoff specifications with measurements, behaviors, assets, and edge cases."
journey-map,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/design-research/skills/journey-map/SKILL.md,b2cf334aa601,1988,290,2026-03-23T13:12:44.182319,"Create an end-to-end user journey map with stages, touchpoints, emotions, pain points, and opportunity areas. Use when mapping the full user experience for a product, feature, or service."
diary-study-plan,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/design-research/skills/diary-study-plan/SKILL.md,c58924c2ce22,1231,169,2026-03-23T13:12:44.181839,"Design a diary study plan with prompts, duration, participant criteria, and analysis framework. Use when you need to understand user behavior over time in natural contexts."
affinity-diagram,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/design-research/skills/affinity-diagram/SKILL.md,d03949d1381e,1332,181,2026-03-23T13:12:44.181598,"Organize qualitative research data into an affinity diagram with themes, clusters, and insight statements. Use when synthesizing large amounts of qualitative data from interviews, observations, or sur"
interview-script,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/design-research/skills/interview-script/SKILL.md,0e8e87a3c1cf,1899,263,2026-03-23T13:12:44.182077,"Create a structured user interview script with warm-up, core exploration, and wrap-up sections. Use when preparing for user research interviews to ensure consistent, insightful conversations."
summarize-interview,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/design-research/skills/summarize-interview/SKILL.md,d306a7c3f549,1417,193,2026-03-23T13:12:44.182438,"Summarize a user interview transcript into structured insights with key themes, quotes, and action items. Use after conducting user interviews to extract and share findings efficiently."
empathy-map,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/design-research/skills/empathy-map/SKILL.md,42b7a178b3ee,1922,293,2026-03-23T13:12:44.181955,"Build a 4-quadrant empathy map (Says, Thinks, Does, Feels) to synthesize user research into actionable insights. Use when you need to quickly capture and share user understanding across the team."
jobs-to-be-done,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/design-research/skills/jobs-to-be-done/SKILL.md,3a9cbdadaabf,1610,238,2026-03-23T13:12:44.182195,"Map user Jobs-to-Be-Done with functional, emotional, and social dimensions plus outcome expectations. Use when reframing product decisions around user motivations rather than features."
card-sort-analysis,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/design-research/skills/card-sort-analysis/SKILL.md,bb57520cff18,1082,146,2026-03-23T13:12:44.181722,Analyze card sorting results to inform information architecture and navigation structure. Use after conducting open or closed card sort studies.
usability-test-plan,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/design-research/skills/usability-test-plan/SKILL.md,83bf3856bb97,1578,219,2026-03-23T13:12:44.182555,"Design a usability test plan with tasks, success metrics, participant criteria, and facilitation guide. Use when planning moderated or unmoderated usability testing sessions."
user-persona,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/design-research/skills/user-persona/SKILL.md,80b8d5798f20,2373,353,2026-03-23T13:12:44.182676,"Create refined user personas from research data with demographics, goals, frustrations, and behavioral patterns. Use when synthesizing user research into actionable persona profiles for design decisio"
design-principles,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/ux-strategy/skills/design-principles/SKILL.md,1891ae18a832,1121,167,2026-03-23T13:12:44.191793,Define a set of actionable design principles that guide decision-making and resolve trade-offs.
design-brief,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/ux-strategy/skills/design-brief/SKILL.md,13469a8f1440,1112,151,2026-03-23T13:12:44.191630,"Write a comprehensive design brief that defines the problem space, constraints, audience, and success criteria."
stakeholder-alignment,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/ux-strategy/skills/stakeholder-alignment/SKILL.md,82e39611a7e5,1179,149,2026-03-23T13:12:44.192558,"Create stakeholder alignment artifacts including responsibility matrices, decision frameworks, and communication plans."
experience-map,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/ux-strategy/skills/experience-map/SKILL.md,ebf99b9829c7,1267,172,2026-03-23T13:12:44.191948,"Create a holistic experience map showing the full ecosystem of user touchpoints, channels, and relationships."
north-star-vision,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/ux-strategy/skills/north-star-vision/SKILL.md,b52fe0cda7dd,1157,163,2026-03-23T13:12:44.192247,Articulate a compelling north-star product vision that aligns teams and inspires strategic design decisions.
metrics-definition,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/ux-strategy/skills/metrics-definition/SKILL.md,22b009e8cc11,1142,160,2026-03-23T13:12:44.192096,Define UX metrics and KPIs that connect design decisions to measurable business and user outcomes.
opportunity-framework,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/ux-strategy/skills/opportunity-framework/SKILL.md,d8fa1cc6dca1,1059,138,2026-03-23T13:12:44.192395,"Identify, evaluate, and prioritize design opportunities using impact-effort frameworks and strategic criteria."
competitive-analysis,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/ux-strategy/skills/competitive-analysis/SKILL.md,b2cfb300554e,1375,179,2026-03-23T13:12:44.191483,"Conduct a structured competitive analysis comparing UX patterns, features, strengths, and gaps across rival products."
design-token-audit,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/designer-toolkit/skills/design-token-audit/SKILL.md,4743d896a901,1797,285,2026-03-23T13:12:44.185249,Audit design token usage across a product for consistency and coverage.
design-system-adoption,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/designer-toolkit/skills/design-system-adoption/SKILL.md,f5b3c9d8c41d,2054,316,2026-03-23T13:12:44.185140,Create adoption strategies and materials to drive design system usage across teams.
ux-writing,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/designer-toolkit/skills/ux-writing/SKILL.md,73e03d53407a,1933,315,2026-03-23T13:12:44.185495,"Write effective UI copy including microcopy, error messages, empty states, and CTAs."
case-study,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/designer-toolkit/skills/case-study/SKILL.md,e3d1a29affe9,1970,318,2026-03-23T13:12:44.184919,Craft portfolio-ready case studies that tell the story of a design project.
presentation-deck,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/designer-toolkit/skills/presentation-deck/SKILL.md,e681011708c3,2085,304,2026-03-23T13:12:44.185377,"Structure compelling design presentations for stakeholders, reviews, and showcases."
design-rationale,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/designer-toolkit/skills/design-rationale/SKILL.md,0e1b817fab41,1772,270,2026-03-23T13:12:44.185031,"Write clear design rationale connecting decisions to user needs, business goals, and principles."
feedback-patterns,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/interaction-design/skills/feedback-patterns/SKILL.md,6d7fde8de55d,1989,293,2026-03-23T13:12:44.186342,"Design system feedback for user actions including confirmations, status updates, and notifications."
state-machine,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/interaction-design/skills/state-machine/SKILL.md,56794c2939d3,1815,285,2026-03-23T13:12:44.186783,"Model complex UI behavior as finite state machines with states, events, and transitions."
loading-states,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/interaction-design/skills/loading-states/SKILL.md,fa36367bf1fc,1745,248,2026-03-23T13:12:44.186554,"Design loading, skeleton, and progressive content reveal patterns."
error-handling-ux,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/interaction-design/skills/error-handling-ux/SKILL.md,8f3b02122ed3,1802,284,2026-03-23T13:12:44.186234,"Design error prevention, detection, and recovery experiences."
micro-interaction-spec,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/interaction-design/skills/micro-interaction-spec/SKILL.md,6c948e16a443,1710,225,2026-03-23T13:12:44.186666,"Specify micro-interactions with trigger, rules, feedback, and loop/mode definitions."
gesture-patterns,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/interaction-design/skills/gesture-patterns/SKILL.md,3b50d9b15afd,1849,268,2026-03-23T13:12:44.186450,Design gesture-based interactions for touch and pointer devices.
animation-principles,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/interaction-design/skills/animation-principles/SKILL.md,da8f010e6458,1774,250,2026-03-23T13:12:44.186120,"Apply animation principles to UI motion for purposeful, polished interactions."
pattern-library,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/design-systems/skills/pattern-library/SKILL.md,0d161913f25f,1227,167,2026-03-23T13:12:44.184053,"Structure a pattern library entry with problem context, solution pattern, usage examples, and related patterns."
component-spec,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/design-systems/skills/component-spec/SKILL.md,af81fec406a7,1234,166,2026-03-23T13:12:44.183483,"Write a detailed component specification including props, states, variants, accessibility requirements, and usage guidelines."
theming-system,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/design-systems/skills/theming-system/SKILL.md,aaf7e8e766d8,1267,182,2026-03-23T13:12:44.184291,"Design a theming architecture that supports brand variants, dark mode, and high-contrast modes with token mapping."
design-token,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/design-systems/skills/design-token/SKILL.md,a3bc44f9075f,1417,194,2026-03-23T13:12:44.183598,"Define and organize design tokens (color, spacing, typography, elevation) with naming conventions and usage guidance."
accessibility-audit,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/design-systems/skills/accessibility-audit/SKILL.md,33ba8297c8b9,1223,162,2026-03-23T13:12:44.183369,Conduct a comprehensive accessibility audit against WCAG guidelines with severity ratings and remediation steps.
icon-system,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/design-systems/skills/icon-system/SKILL.md,48f34ec5ebcb,1042,151,2026-03-23T13:12:44.183825,"Create an icon system specification covering grid, sizing, naming, categories, and implementation guidance."
naming-convention,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/design-systems/skills/naming-convention/SKILL.md,013a0c586096,1148,149,2026-03-23T13:12:44.183939,"Establish a naming convention system for design elements, components, and tokens with clear rules and examples."
documentation-template,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/design-systems/skills/documentation-template/SKILL.md,bbd778de2f0d,1076,148,2026-03-23T13:12:44.183713,"Generate structured documentation templates for components, patterns, or guidelines within a design system."
click-test-plan,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/prototyping-testing/skills/click-test-plan/SKILL.md,480082fb0d5a,1611,247,2026-03-23T13:12:44.187686,Design click/first-click tests to evaluate navigation and information findability.
a-b-test-design,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/prototyping-testing/skills/a-b-test-design/SKILL.md,c6149ef56e74,1781,270,2026-03-23T13:12:44.187465,"Design rigorous A/B tests with hypotheses, variants, metrics, and sample size calculations."
user-flow-diagram,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/prototyping-testing/skills/user-flow-diagram/SKILL.md,4a5ab5dbc1d9,1680,273,2026-03-23T13:12:44.188144,"Create user flow diagrams showing paths, decisions, and branch logic."
heuristic-evaluation,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/prototyping-testing/skills/heuristic-evaluation/SKILL.md,3b2cd4dfde97,1846,273,2026-03-23T13:12:44.187795,Conduct expert heuristic evaluations using Nielsen's heuristics and domain-specific criteria.
prototype-strategy,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/prototyping-testing/skills/prototype-strategy/SKILL.md,e772f089185f,1756,251,2026-03-23T13:12:44.187906,Choose the right prototyping fidelity and method for the design question.
test-scenario,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/prototyping-testing/skills/test-scenario/SKILL.md,5aab3de38781,1608,248,2026-03-23T13:12:44.188016,"Write usability test scenarios with tasks, success criteria, and observation guides."
wireframe-spec,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/prototyping-testing/skills/wireframe-spec/SKILL.md,cfd51b0cdd0d,1628,231,2026-03-23T13:12:44.188283,"Specify wireframe layouts with content priority, component placement, and annotation."
accessibility-test-plan,/Users/mavensix/.claude/plugins/marketplaces/designer-skills/prototyping-testing/skills/accessibility-test-plan/SKILL.md,5926f1445753,1753,256,2026-03-23T13:12:44.187577,Create accessibility testing plans covering assistive technologies and WCAG criteria.
claude-automation-recommender,/Users/mavensix/.claude/plugins/marketplaces/claude-plugins-official/plugins/claude-code-setup/skills/claude-automation-recommender/SKILL.md,bd8789052f89,10856,1508,2026-05-15T11:30:09.079283,"Analyze a codebase and recommend Claude Code automations (hooks, subagents, skills, plugins, MCP servers). Use when user asks for automation recommendations, wants to optimize their Claude Code setup,"
build-mcp-server,/Users/mavensix/.claude/plugins/marketplaces/claude-plugins-official/plugins/mcp-server-dev/skills/build-mcp-server/SKILL.md,088cd04be7f0,12084,1807,2026-05-15T11:30:09.093701,"This skill should be used when the user asks to ""build an MCP server"", ""create an MCP"", ""make an MCP integration"", ""wrap an API for Claude"", ""expose tools to Claude"", ""make an MCP app"", or discusses b"
build-mcp-app,/Users/mavensix/.claude/plugins/marketplaces/claude-plugins-official/plugins/mcp-server-dev/skills/build-mcp-app/SKILL.md,d2fd94f00965,19391,2539,2026-05-15T11:30:09.093087,"This skill should be used when the user wants to build an ""MCP app"", add ""interactive UI"" or ""widgets"" to an MCP server, ""render components in chat"", build ""MCP UI resources"", make a tool that shows a"
build-mcpb,/Users/mavensix/.claude/plugins/marketplaces/claude-plugins-official/plugins/mcp-server-dev/skills/build-mcpb/SKILL.md,6bb90afd0415,7867,1058,2026-05-15T11:30:09.094404,"This skill should be used when the user wants to ""package an MCP server"", ""bundle an MCP"", ""make an MCPB"", ""ship a local MCP server"", ""distribute a local MCP"", discusses "".mcpb files"", mentions bundli"
claude-md-improver,/Users/mavensix/.claude/plugins/marketplaces/claude-plugins-official/plugins/claude-md-management/skills/claude-md-improver/SKILL.md,b06c7420be08,6028,869,2026-05-15T11:30:09.080776,"Audit and improve CLAUDE.md files in repositories. Use when user asks to check, audit, update, improve, or fix CLAUDE.md files. Scans for all CLAUDE.md files, evaluates quality against templates, outp"
playground,/Users/mavensix/.claude/plugins/marketplaces/claude-plugins-official/plugins/playground/skills/playground/SKILL.md,521a3d62211e,3824,555,2026-05-15T11:30:09.095188,"Creates interactive HTML playgrounds — self-contained single-file explorers that let users configure something visually through controls, see a live preview, and copy out a prompt. Use when the user a"
example-skill,/Users/mavensix/.claude/plugins/marketplaces/claude-plugins-official/plugins/example-plugin/skills/example-skill/SKILL.md,87d90442621a,2725,364,2026-05-15T11:30:09.085648,"This skill should be used when the user asks to ""demonstrate skills"", ""show skill format"", ""create a skill template"", or discusses skill development patterns. Provides a reference template for creatin"
example-command,/Users/mavensix/.claude/plugins/marketplaces/claude-plugins-official/plugins/example-plugin/skills/example-command/SKILL.md,d56198166082,1226,162,2026-05-15T11:30:09.085564,An example user-invoked skill that demonstrates frontmatter options and the skills/<name>/SKILL.md layout
m5-onboard,/Users/mavensix/.claude/plugins/marketplaces/claude-plugins-official/plugins/cwc-makers/skills/m5-onboard/SKILL.md,c6ba88fd06f5,23913,3503,2026-05-15T11:30:09.085002,"End-to-end onboarding for a freshly-plugged-in M5Stack ESP32 device (Cardputer, Cardputer-Adv, Core, CoreS3, Stick) — detect on USB, flash UIFlow 2.0 firmware, and install the Claude Buddy MicroPython"
cardputer-buddy,/Users/mavensix/.claude/plugins/marketplaces/claude-plugins-official/plugins/cwc-makers/skills/cardputer-buddy/SKILL.md,dae31d1459c8,1887,247,2026-05-15T11:30:09.084895,"Iterate on the Cardputer-Adv MicroPython app bundle (Claude Buddy, Snake, Hello) after the device is already provisioned via m5-onboard. Use when the user wants to add a new app, push a single changed"
command-development,/Users/mavensix/.claude/plugins/marketplaces/claude-plugins-official/plugins/plugin-dev/skills/command-development/SKILL.md,c55ad02cfe4c,19233,2461,2026-05-15T11:30:09.097610,"This skill should be used when the user asks to ""create a slash command"", ""add a command"", ""write a custom command"", ""define command arguments"", ""use command frontmatter"", ""organize commands"", ""create"
skill-development,/Users/mavensix/.claude/plugins/marketplaces/claude-plugins-official/plugins/plugin-dev/skills/skill-development/SKILL.md,d51b4e20043b,22825,3195,2026-05-15T11:30:09.103168,"This skill should be used when the user wants to ""create a skill"", ""add a skill to plugin"", ""write a new skill"", ""improve skill description"", ""organize skill content"", or needs guidance on skill struc"
plugin-settings,/Users/mavensix/.claude/plugins/marketplaces/claude-plugins-official/plugins/plugin-dev/skills/plugin-settings/SKILL.md,028b955244b9,12097,1622,2026-05-15T11:30:09.101300,"This skill should be used when the user asks about ""plugin settings"", ""store plugin configuration"", ""user-configurable plugin"", "".local.md files"", ""plugin state files"", ""read YAML frontmatter"", ""per-p"
plugin-structure,/Users/mavensix/.claude/plugins/marketplaces/claude-plugins-official/plugins/plugin-dev/skills/plugin-structure/SKILL.md,a2dbc1e5502a,13796,1618,2026-05-15T11:30:09.102285,"This skill should be used when the user asks to ""create a plugin"", ""scaffold a plugin"", ""understand plugin structure"", ""organize plugin components"", ""set up plugin.json"", ""use ${CLAUDE_PLUGIN_ROOT}"", "
hook-development,/Users/mavensix/.claude/plugins/marketplaces/claude-plugins-official/plugins/plugin-dev/skills/hook-development/SKILL.md,f47e2d42f636,16246,2104,2026-05-15T11:30:09.099417,"This skill should be used when the user asks to ""create a hook"", ""add a PreToolUse/PostToolUse/Stop hook"", ""validate tool use"", ""implement prompt-based hooks"", ""use ${CLAUDE_PLUGIN_ROOT}"", ""set up eve"
mcp-integration,/Users/mavensix/.claude/plugins/marketplaces/claude-plugins-official/plugins/plugin-dev/skills/mcp-integration/SKILL.md,2bcc3b5e9392,12519,1665,2026-05-15T11:30:09.100678,"This skill should be used when the user asks to ""add MCP server"", ""integrate MCP"", ""configure MCP in plugin"", ""use .mcp.json"", ""set up Model Context Protocol"", ""connect external service"", mentions ""${"
agent-development,/Users/mavensix/.claude/plugins/marketplaces/claude-plugins-official/plugins/plugin-dev/skills/agent-development/SKILL.md,6a2826571320,11168,1600,2026-05-15T11:30:09.096556,"This skill should be used when the user asks to ""create an agent"", ""add an agent"", ""write a subagent"", ""agent frontmatter"", ""when to use description"", ""agent examples"", ""agent tools"", ""agent colors"", "
math-olympiad,/Users/mavensix/.claude/plugins/marketplaces/claude-plugins-official/plugins/math-olympiad/skills/math-olympiad/SKILL.md,f697e195d343,19961,2916,2026-05-15T11:30:09.091869,"Solve competition math problems (IMO, Putnam, USAMO, AIME) with adversarial"
